"Cancer Type (1=Undefined, 2=Breast, 3=Male Prostate, 4=Lung)","Gender Index (1=Female, 2=Male, 3=Unspecified)","Ethnicity Index (1=Asian, 2=Black, 3=Hispanic,4=Native American, 5=White, 6=Unspecified)","Contaminant Status Index(0=Uncontaminated, 1=Contaminated, Derivative Line, 3=Nomenclature, 4=Parental, 5=Unresolved)","Donor Age (Years, -10=Unspecified)",Founding Year of Cell Line (-10=Undefined)
4,1,6,0,-10,-10
4,1,5,1,49,-10
4,1,5,1,49,-10
4,1,6,0,-10,-10
4,1,2,0,49,-10
4,1,5,2,55,-10
4,1,5,0,51,-10
4,1,6,0,35,-10
4,1,5,0,48,-10
4,1,5,4,49,-10
4,1,5,2,35,-10
4,1,5,0,55,-10
4,1,5,0,50,-10
4,1,5,2,55,-10
4,1,6,0,56,-10
4,1,5,0,65,-10
4,1,5,0,66,-10
4,1,6,0,52,-10
4,1,5,2,55,-10
4,1,6,0,-10,-10
4,1,5,0,61,-10
4,1,5,0,62,-10
4,1,6,0,-10,-10
4,1,5,5,47,-10
4,1,5,5,69,-10
4,1,5,2,68,-10
4,1,5,5,69,-10
4,1,5,0,70,-10
4,1,5,5,47,-10
4,1,5,0,59,-10
4,1,5,0,50,-10
4,1,5,2,46,-10
4,1,6,0,-10,-10
4,1,6,0,-10,-10
4,1,5,1,57,-10
4,1,5,4,57,-10
4,1,5,0,57,-10
4,1,5,2,54,-10
4,1,2,0,32,-10
4,1,5,0,66,-10
4,1,5,1,51,-10
4,1,5,0,55,-10
4,1,5,0,65,-10
4,1,6,0,58,-10
4,1,2,0,48,-10
4,1,5,0,54,-10
4,1,5,0,69,-10
4,1,5,4,51,-10
4,1,5,0,20,-10
4,1,5,0,20,-10
4,1,5,1,0.3,-10
4,1,1,0,74,-10
4,1,5,0,64,-10
4,1,5,0,44,-10
4,1,5,1,0.3,-10
4,1,5,4,47,-10
4,1,5,0,0.3,-10
4,1,5,1,0.3,-10
4,1,5,0,0.3,-10
4,1,5,1,0.3,-10
4,1,1,0,-10,-10
4,1,1,0,-10,-10
4,2,5,4,58,-10
4,2,6,0,-10,-10
4,2,5,0,52,-10
4,2,1,0,72,-10
4,2,5,4,58,-10
4,2,5,4,58,-10
4,2,6,0,47,-10
4,2,1,0,52,-10
4,2,6,0,71,-10
4,2,1,0,54,-10
4,2,6,0,-10,-10
4,2,5,0,25,-10
4,2,1,0,9,-10
4,2,6,0,71,-10
4,2,5,0,35,-10
4,2,5,0,7,-10
4,2,2,0,80,-10
4,2,5,0,7,-10
4,2,5,0,48,-10
4,2,6,0,45,-10
4,2,6,1,61,-10
4,2,5,0,-10,-10
4,2,5,0,62,-10
4,2,6,0,71,-10
4,2,6,0,63,-10
4,2,6,0,63,-10
4,2,5,0,67,-10
4,2,5,0,67,-10
4,2,5,0,55,-10
4,2,6,0,64,-10
4,2,5,4,50,-10
4,2,5,0,68,-10
4,2,5,0,44,-10
4,2,6,0,-10,-10
4,2,5,0,54,-10
4,2,5,0,39,-10
4,2,6,0,50,-10
4,2,6,0,69,-10
4,2,5,0,57,-10
4,2,5,0,-10,-10
4,2,5,4,55,-10
4,2,1,0,57,-10
4,2,1,0,57,-10
4,2,5,0,60,-10
4,2,5,0,60,-10
4,2,6,0,48,-10
4,2,5,0,68,-10
4,2,2,0,47,-10
4,2,6,0,62,-10
4,2,2,0,48,-10
4,2,6,0,51,-10
4,2,2,0,43,-10
4,2,6,0,68,-10
4,2,6,0,72,-10
4,2,5,0,64,-10
4,2,5,0,81,-10
4,2,2,0,60,-10
4,2,2,0,47,-10
4,2,6,0,-10,-10
4,2,5,0,66,-10
4,2,2,0,60,-10
4,2,2,0,59,-10
4,2,2,0,57,-10
4,2,5,0,67,-10
4,2,5,0,55,-10
4,2,5,0,39,-10
4,2,6,0,-10,-10
4,2,2,0,63,-10
4,2,5,0,57,-10
4,2,5,0,53,-10
4,2,6,0,76,-10
4,2,2,0,46,-10
4,2,5,0,66,-10
4,2,5,0,57,-10
4,2,5,0,61,-10
4,2,5,0,57,-10
4,2,5,0,55,-10
4,2,5,4,50,-10
4,2,5,0,53,-10
4,2,5,0,82,-10
4,2,5,0,63,-10
4,2,6,0,65,-10
4,2,6,0,47,-10
4,2,6,0,62,-10
4,2,2,0,56,-10
4,2,2,0,-10,-10
4,2,1,0,0.3,-10
4,2,6,2,0.4,-10
4,2,5,0,65,-10
4,2,5,0,71,-10
4,2,5,0,71,-10
4,2,5,2,20,-10
4,2,5,2,20,-10
4,2,5,1,20,-10
4,2,1,5,68,-10
4,2,1,5,68,-10
4,2,6,0,58,-10
4,2,6,0,49,-10
4,2,6,0,69,-10
4,2,1,0,69,-10
4,2,1,0,53,-10
4,2,5,0,61,-10
4,2,5,0,44,-10
4,2,6,0,74,-10
4,2,5,0,5,-10
4,2,2,0,16,-10
4,2,5,0,18,-10
4,2,5,0,48,-10
4,2,1,4,80,-10
4,2,1,2,80,-10
4,2,1,2,80,-10
4,2,1,0,69,-10
4,2,1,0,78,-10
4,2,1,0,63,-10
4,2,1,0,53,-10
4,2,1,0,60,-10
4,2,1,0,50,-10
4,2,6,2,64,-10
4,2,6,2,64,-10
4,2,6,2,64,-10
4,2,6,2,64,-10
4,2,6,2,64,-10
4,2,6,2,64,-10
4,2,6,2,64,-10
4,2,6,2,64,-10
4,2,5,0,72,-10
4,2,6,0,63,-10
4,2,5,4,0.3,-10
4,2,5,4,0.3,-10
4,2,6,0,0.3,-10
4,2,6,0,0.3,-10
4,2,6,0,0.3,-10
4,2,6,0,0.3,-10
4,2,6,0,0.3,-10
4,2,6,0,0.3,-10
4,2,1,3,54,-10
4,2,1,3,54,-10
4,2,5,0,67,-10
4,2,5,0,73,-10
4,2,5,1,36,-10
4,2,5,2,42,-10
4,2,5,0,64,-10
4,2,2,0,60,-10
4,2,5,0,43,-10
4,2,6,1,52,-10
4,2,5,0,53,-10
4,2,2,0,56,-10
4,2,5,0,48,-10
4,2,5,0,39,-10
4,2,5,2,60,-10
4,2,5,0,-10,-10
4,2,5,0,53,-10
4,2,6,0,-10,-10
4,2,5,4,44,-10
4,2,5,1,42,-10
4,2,5,0,58,-10
4,2,2,2,39,-10
4,2,5,0,27,-10
4,2,6,0,71,-10
4,2,5,0,58,-10
4,2,5,0,50,-10
4,2,5,0,61,-10
4,2,5,0,54,-10
4,2,5,2,57,-10
4,2,5,0,50,-10
4,2,5,0,52,-10
4,2,5,0,58,-10
4,2,5,0,47,-10
4,2,5,2,59,-10
4,2,5,2,59,-10
4,2,5,0,41,-10
4,2,5,0,68,-10
4,2,2,0,56,-10
4,2,5,0,26,-10
4,2,6,0,-10,-10
4,2,5,2,58,-10
4,2,5,1,44,-10
4,2,6,0,45,-10
4,2,5,0,69,-10
4,2,5,2,-10,-10
4,2,5,1,58,-10
4,2,2,2,36,-10
4,2,2,2,36,-10
4,2,5,0,65,-10
4,2,5,2,58,-10
4,2,6,0,-10,-10
4,2,5,0,50,-10
4,2,5,2,67,-10
4,2,5,2,67,-10
4,2,5,2,67,-10
4,2,2,0,51,-10
4,2,5,0,54,-10
4,2,6,0,-10,-10
4,2,2,1,51,-10
4,2,5,0,55,-10
4,2,5,0,47,-10
4,2,6,0,-10,-10
4,2,5,4,55,-10
4,2,2,0,34,-10
4,2,6,1,52,-10
4,2,6,1,52,-10
4,2,6,1,52,-10
4,2,5,0,64,-10
4,2,6,0,-10,-10
4,2,6,0,-10,-10
4,2,5,0,61,-10
4,2,6,4,-10,-10
4,2,5,0,56,-10
4,2,6,0,-10,-10
4,2,5,0,58,-10
4,2,5,0,63,-10
4,2,5,0,55,-10
4,2,5,4,55,-10
4,2,5,0,73,-10
4,2,5,0,56,-10
4,2,6,0,-10,-10
4,2,5,0,43,-10
4,2,5,0,63,-10
4,2,5,4,55,-10
4,2,5,4,55,-10
4,2,5,4,55,-10
4,2,5,4,55,-10
4,2,5,4,55,-10
4,2,5,4,55,-10
4,2,6,0,-10,-10
4,2,5,0,63,-10
4,2,5,0,43,-10
4,2,2,0,51,-10
4,2,5,0,40,-10
4,2,5,0,53,-10
4,2,5,0,59,-10
4,2,5,0,63,-10
4,2,5,0,43,-10
4,2,5,4,55,-10
4,2,1,0,64,-10
4,2,1,0,73,-10
4,2,1,0,70,-10
4,2,1,0,-10,-10
4,2,1,0,-10,-10
4,2,6,0,78,-10
4,2,6,0,46,-10
4,2,5,2,46,-10
4,2,5,2,46,-10
4,2,5,0,54,-10
4,2,5,4,65,-10
4,2,1,0,-10,-10
4,2,5,0,69,-10
4,2,5,0,53,-10
4,2,1,0,40,-10
4,2,6,0,-10,-10
4,2,1,0,56,-10
4,2,6,4,0.3,-10
4,3,6,0,-10,-10
4,3,6,0,-10,-10
4,3,6,4,-10,-10
4,3,6,4,-10,-10
4,3,6,1,-10,-10
4,3,6,0,-10,-10
4,3,6,0,-10,-10
4,3,6,0,-10,-10
4,3,6,0,-10,-10
4,3,5,0,65,-10
4,3,6,0,-10,-10
4,3,6,0,-10,-10
4,3,6,0,-10,-10
4,3,6,0,-10,-10
4,3,6,0,-10,-10
4,3,6,0,-10,-10
4,3,6,0,-10,-10
4,3,6,0,-10,-10
4,3,6,0,-10,-10
4,3,6,0,-10,-10
4,3,6,0,-10,-10
4,3,6,0,-10,-10
4,3,6,0,-10,-10
4,3,6,0,-10,-10
4,3,6,0,-10,-10
4,3,6,0,-10,-10
4,3,6,0,-10,-10
4,3,6,0,-10,-10
4,3,6,0,-10,-10
4,3,6,0,-10,-10
4,3,6,0,-10,-10
4,3,6,0,-10,-10
4,3,6,0,-10,-10
4,3,6,0,-10,-10
4,3,6,0,-10,-10
4,3,6,0,-10,-10
4,3,6,0,-10,-10
4,3,6,0,-10,-10
4,3,6,0,-10,-10
4,3,6,0,-10,-10
4,3,6,0,-10,-10
4,3,6,0,-10,-10
4,3,6,0,-10,-10
4,3,6,0,-10,-10
4,3,6,1,-10,-10
4,3,6,0,-10,-10
4,3,1,0,0.3,-10
4,3,1,0,-10,-10
4,3,1,0,0.2,-10
4,3,1,0,0.3,-10
4,3,1,0,0.2,-10
4,3,5,0,-10,-10
4,3,6,0,-10,-10
4,3,1,1,-10,-10
4,3,6,0,-10,-10
4,3,6,0,-10,-10
4,3,6,0,-10,-10
4,3,6,0,-10,-10
4,3,6,0,-10,-10
4,3,6,0,-10,-10
4,3,6,0,-10,-10
4,3,6,0,-10,-10
4,3,6,0,-10,-10
4,3,6,0,-10,-10
4,3,1,1,-10,-10
4,3,6,0,-10,-10
4,3,6,0,-10,-10
4,3,6,0,-10,-10
4,3,6,0,-10,-10
4,3,6,0,-10,-10
4,3,6,0,-10,-10
4,3,6,0,-10,-10
4,3,6,1,-10,-10
4,3,6,0,-10,-10
4,3,6,0,-10,-10
4,3,6,0,-10,-10
4,3,6,0,-10,-10
4,3,6,0,-10,-10
4,3,6,0,-10,-10
4,3,6,0,-10,-10
4,3,6,0,-10,-10
4,3,6,0,-10,-10
4,3,6,0,-10,-10
4,3,6,0,-10,-10
4,3,6,0,-10,-10
4,3,6,1,-10,-10
4,3,6,0,-10,-10
4,3,6,0,-10,-10
4,3,6,0,-10,-10
4,3,6,0,-10,-10
4,3,6,0,-10,-10
4,3,6,1,-10,-10
4,3,6,0,-10,-10
4,3,6,0,-10,-10
4,3,6,0,-10,-10
4,3,6,0,-10,-10
4,3,6,0,-10,-10
4,3,6,0,-10,-10
4,3,6,0,-10,-10
4,3,6,4,-10,-10
4,3,6,0,-10,-10
4,3,6,0,-10,-10
4,3,6,0,-10,-10
4,3,6,0,-10,-10
4,3,6,0,-10,-10
4,3,6,0,-10,-10
4,3,6,0,-10,-10
4,3,6,0,-10,-10
4,3,6,0,-10,-10
4,3,6,0,-10,-10
4,3,6,0,-10,-10
4,3,6,0,-10,-10
4,3,6,0,-10,-10
4,3,6,0,-10,-10
4,3,6,0,-10,-10
4,3,6,0,-10,-10
4,3,6,0,-10,-10
4,3,6,0,-10,-10
4,3,6,0,-10,-10
4,3,6,0,-10,-10
4,3,6,0,-10,-10
4,3,6,0,-10,-10
4,3,6,0,-10,-10
4,3,6,0,-10,-10
4,3,6,0,-10,-10
4,3,6,0,-10,-10
4,3,6,0,-10,-10
4,3,6,0,-10,-10
4,3,6,0,-10,-10
4,3,6,0,-10,-10
4,3,6,0,-10,-10
4,3,6,0,-10,-10
4,3,6,0,-10,-10
4,3,6,0,-10,-10
4,3,6,0,-10,-10
4,3,6,0,-10,-10
4,3,6,0,-10,-10
4,3,6,0,-10,-10
4,3,6,0,-10,-10
4,3,6,4,-10,-10
4,3,6,0,-10,-10
4,3,6,0,-10,-10
4,3,6,0,-10,-10
4,3,6,0,-10,-10
4,3,1,1,-10,-10
4,3,6,0,-10,-10
4,3,1,4,-10,-10
4,3,6,0,-10,-10
4,3,1,0,-10,-10
4,3,6,1,-10,-10
4,3,1,0,-10,-10
4,3,6,0,-10,-10
4,3,6,0,-10,-10
4,3,6,1,-10,-10
4,3,6,0,-10,-10
4,3,6,0,-10,-10
4,3,6,0,-10,-10
4,3,6,0,-10,-10
4,3,1,4,-10,-10
4,3,1,0,-10,-10
4,3,6,0,-10,-10
4,3,6,0,-10,-10
4,3,6,0,-10,-10
4,3,6,0,-10,-10
4,3,6,0,-10,-10
4,3,6,0,-10,-10
4,3,1,0,-10,-10
4,3,6,0,-10,-10
4,3,6,0,-10,-10
4,3,6,0,-10,-10
4,3,6,0,-10,-10
4,3,6,0,-10,-10
4,3,6,0,-10,-10
4,3,6,0,-10,-10
4,3,6,0,-10,-10
4,3,6,0,-10,-10
4,3,6,0,-10,-10
4,3,6,0,-10,-10
